,11_09_2021,neu
Augustdorf,1424,0
Bad Salzuflen,3927,5
Barntrup,487,2
Blomberg,939,0
Detmold,5019,11
Dörentrup,283,0
Extertal,372,1
Horn-Bad Meinberg,1015,1
Kalletal,779,0
Lage,2879,5
Lemgo,2503,5
Leopoldshöhe,1102,5
Lügde,332,0
Oerlinghausen,917,1
Schieder-Schwalenberg,491,2
Schlangen,407,2
