,07_18_2021,neu
Augustdorf,954,0
Bad Salzuflen,3166,5
Barntrup,387,0
Blomberg,750,0
Detmold,3654,0
Dörentrup,180,1
Extertal,319,0
Horn-Bad Meinberg,836,0
Kalletal,531,0
Lage,2250,0
Lemgo,1853,0
Leopoldshöhe,806,1
Lügde,224,0
Oerlinghausen,664,0
Schieder-Schwalenberg,393,0
Schlangen,284,0
