,10_13_2021,neu
Augustdorf,1326,2
Bad Salzuflen,3674,2
Barntrup,452,6
Blomberg,866,0
Detmold,4696,33
Dörentrup,246,2
Extertal,353,1
Horn-Bad Meinberg,961,0
Kalletal,707,3
Lage,2725,5
Lemgo,2288,12
Leopoldshöhe,986,0
Lügde,319,3
Oerlinghausen,865,4
Schieder-Schwalenberg,473,2
Schlangen,368,0
