,08_30_2021,neu
Augustdorf,991,0
Bad Salzuflen,3405,0
Barntrup,401,0
Blomberg,779,0
Detmold,3936,0
Dörentrup,190,0
Extertal,323,0
Horn-Bad Meinberg,864,0
Kalletal,607,0
Lage,2329,0
Lemgo,1915,0
Leopoldshöhe,859,0
Lügde,255,0
Oerlinghausen,758,0
Schieder-Schwalenberg,422,0
Schlangen,326,0
