,06_16_2021,neu
Augustdorf,931,0
Bad Salzuflen,3128,1
Barntrup,383,0
Blomberg,748,0
Detmold,3628,0
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,836,1
Kalletal,530,0
Lage,2246,1
Lemgo,1836,2
Leopoldshöhe,801,0
Lügde,221,0
Oerlinghausen,664,1
Schieder-Schwalenberg,381,0
Schlangen,282,0
