,11_24_2021,neu
Augustdorf,1519,8
Bad Salzuflen,4139,24
Barntrup,528,2
Blomberg,1027,10
Detmold,5439,33
Dörentrup,366,10
Extertal,397,2
Horn-Bad Meinberg,1103,4
Kalletal,859,3
Lage,3102,14
Lemgo,2688,20
Leopoldshöhe,1202,10
Lügde,340,0
Oerlinghausen,992,4
Schieder-Schwalenberg,526,1
Schlangen,457,3
