,02_17_2022,neu
Augustdorf,2732,29
Bad Salzuflen,8017,149
Barntrup,1097,16
Blomberg,2212,18
Detmold,11577,206
Dörentrup,756,12
Extertal,1000,15
Horn-Bad Meinberg,2185,44
Kalletal,1612,33
Lage,5869,102
Lemgo,5268,84
Leopoldshöhe,2801,50
Lügde,801,8
Oerlinghausen,2058,43
Schieder-Schwalenberg,1053,9
Schlangen,1187,10
