,01_09_2022,neu
Augustdorf,1972,19
Bad Salzuflen,5276,26
Barntrup,768,3
Blomberg,1383,13
Detmold,7186,42
Dörentrup,550,2
Extertal,513,4
Horn-Bad Meinberg,1422,12
Kalletal,1173,10
Lage,4004,38
Lemgo,3691,22
Leopoldshöhe,1760,7
Lügde,413,1
Oerlinghausen,1324,9
Schieder-Schwalenberg,689,6
Schlangen,775,8
