,09_13_2021,neu
Augustdorf,1098,0
Bad Salzuflen,3524,0
Barntrup,408,0
Blomberg,818,0
Detmold,4166,0
Dörentrup,202,0
Extertal,328,0
Horn-Bad Meinberg,884,0
Kalletal,645,0
Lage,2441,0
Lemgo,2012,0
Leopoldshöhe,907,0
Lügde,288,0
Oerlinghausen,799,0
Schieder-Schwalenberg,428,0
Schlangen,349,0
