,09_04_2021,neu
Augustdorf,1011,0
Bad Salzuflen,3456,6
Barntrup,403,0
Blomberg,787,1
Detmold,4029,20
Dörentrup,192,0
Extertal,323,0
Horn-Bad Meinberg,870,0
Kalletal,614,2
Lage,2362,7
Lemgo,1940,13
Leopoldshöhe,883,7
Lügde,274,4
Oerlinghausen,778,5
Schieder-Schwalenberg,423,0
Schlangen,337,0
