,08_15_2021,neu
Augustdorf,975,1
Bad Salzuflen,3281,9
Barntrup,387,0
Blomberg,761,0
Detmold,3763,6
Dörentrup,187,2
Extertal,319,0
Horn-Bad Meinberg,856,1
Kalletal,564,6
Lage,2274,0
Lemgo,1879,3
Leopoldshöhe,818,0
Lügde,235,0
Oerlinghausen,676,0
Schieder-Schwalenberg,409,1
Schlangen,301,0
