,12_12_2021,neu
Augustdorf,1704,14
Bad Salzuflen,4656,23
Barntrup,627,8
Blomberg,1230,11
Detmold,6200,59
Dörentrup,467,11
Extertal,455,2
Horn-Bad Meinberg,1219,8
Kalletal,943,4
Lage,3415,24
Lemgo,3164,32
Leopoldshöhe,1473,13
Lügde,368,0
Oerlinghausen,1120,10
Schieder-Schwalenberg,593,4
Schlangen,609,10
