,09_19_2021,neu
Augustdorf,1180,6
Bad Salzuflen,3577,3
Barntrup,415,3
Blomberg,836,2
Detmold,4281,10
Dörentrup,212,1
Extertal,331,0
Horn-Bad Meinberg,911,2
Kalletal,657,4
Lage,2531,4
Lemgo,2083,9
Leopoldshöhe,930,3
Lügde,296,0
Oerlinghausen,812,3
Schieder-Schwalenberg,440,3
Schlangen,356,0
