,10_10_2021,neu
Augustdorf,1323,1
Bad Salzuflen,3671,4
Barntrup,445,0
Blomberg,866,2
Detmold,4646,27
Dörentrup,244,1
Extertal,352,1
Horn-Bad Meinberg,960,4
Kalletal,701,1
Lage,2719,5
Lemgo,2273,4
Leopoldshöhe,984,8
Lügde,314,0
Oerlinghausen,860,3
Schieder-Schwalenberg,470,0
Schlangen,368,0
