,06_06_2021,neu
Augustdorf,926,2
Bad Salzuflen,3119,7
Barntrup,383,0
Blomberg,745,0
Detmold,3622,2
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,834,3
Kalletal,528,3
Lage,2232,2
Lemgo,1819,2
Leopoldshöhe,800,0
Lügde,220,0
Oerlinghausen,660,1
Schieder-Schwalenberg,381,0
Schlangen,282,1
