,11_20_2021,neu
Augustdorf,1498,3
Bad Salzuflen,4082,22
Barntrup,519,7
Blomberg,1005,6
Detmold,5341,50
Dörentrup,339,6
Extertal,392,4
Horn-Bad Meinberg,1095,9
Kalletal,850,5
Lage,3057,21
Lemgo,2635,14
Leopoldshöhe,1162,9
Lügde,339,2
Oerlinghausen,973,6
Schieder-Schwalenberg,518,1
Schlangen,444,8
