,09_10_2021,neu
Augustdorf,1060,15
Bad Salzuflen,3503,23
Barntrup,403,0
Blomberg,808,14
Detmold,4128,35
Dörentrup,195,2
Extertal,326,3
Horn-Bad Meinberg,875,2
Kalletal,638,7
Lage,2414,20
Lemgo,1993,16
Leopoldshöhe,899,6
Lügde,283,3
Oerlinghausen,790,5
Schieder-Schwalenberg,427,3
Schlangen,339,0
