,12_29_2021,neu
Augustdorf,1888,9
Bad Salzuflen,5080,33
Barntrup,706,4
Blomberg,1332,3
Detmold,6827,33
Dörentrup,530,1
Extertal,477,3
Horn-Bad Meinberg,1339,6
Kalletal,1068,17
Lage,3740,21
Lemgo,3527,9
Leopoldshöhe,1671,16
Lügde,405,1
Oerlinghausen,1263,14
Schieder-Schwalenberg,656,2
Schlangen,712,4
