,06_01_2021,neu
Augustdorf,912,3
Bad Salzuflen,3099,0
Barntrup,383,0
Blomberg,741,0
Detmold,3609,2
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,827,0
Kalletal,522,0
Lage,2226,0
Lemgo,1809,9
Leopoldshöhe,798,0
Lügde,219,0
Oerlinghausen,654,1
Schieder-Schwalenberg,379,0
Schlangen,279,0
