,02_03_2022,neu
Augustdorf,2385,32
Bad Salzuflen,6528,130
Barntrup,899,10
Blomberg,1864,32
Detmold,9480,210
Dörentrup,665,7
Extertal,667,10
Horn-Bad Meinberg,1826,38
Kalletal,1356,25
Lage,4916,90
Lemgo,4369,74
Leopoldshöhe,2184,40
Lügde,602,23
Oerlinghausen,1683,48
Schieder-Schwalenberg,885,32
Schlangen,918,20
