,08_29_2021,neu
Augustdorf,991,0
Bad Salzuflen,3405,1
Barntrup,401,0
Blomberg,779,0
Detmold,3936,4
Dörentrup,190,0
Extertal,323,0
Horn-Bad Meinberg,864,0
Kalletal,607,2
Lage,2329,6
Lemgo,1915,0
Leopoldshöhe,859,1
Lügde,255,2
Oerlinghausen,758,3
Schieder-Schwalenberg,422,3
Schlangen,326,0
