,08_19_2021,neu
Augustdorf,980,2
Bad Salzuflen,3314,11
Barntrup,387,0
Blomberg,765,3
Detmold,3795,17
Dörentrup,188,0
Extertal,319,0
Horn-Bad Meinberg,860,1
Kalletal,571,1
Lage,2283,5
Lemgo,1885,2
Leopoldshöhe,837,8
Lügde,239,1
Oerlinghausen,688,7
Schieder-Schwalenberg,415,4
Schlangen,306,0
