,08_27_2021,neu
Augustdorf,989,0
Bad Salzuflen,3387,10
Barntrup,398,2
Blomberg,778,4
Detmold,3927,25
Dörentrup,190,0
Extertal,323,0
Horn-Bad Meinberg,864,2
Kalletal,598,0
Lage,2321,4
Lemgo,1907,2
Leopoldshöhe,854,2
Lügde,253,0
Oerlinghausen,746,6
Schieder-Schwalenberg,419,0
Schlangen,322,4
