,12_05_2021,neu
Augustdorf,1625,11
Bad Salzuflen,4399,31
Barntrup,577,9
Blomberg,1140,28
Detmold,5835,46
Dörentrup,422,7
Extertal,438,1
Horn-Bad Meinberg,1171,2
Kalletal,906,3
Lage,3260,21
Lemgo,2936,33
Leopoldshöhe,1362,12
Lügde,359,6
Oerlinghausen,1071,6
Schieder-Schwalenberg,568,7
Schlangen,532,10
