,01_13_2022,neu
Augustdorf,2043,32
Bad Salzuflen,5389,49
Barntrup,779,4
Blomberg,1429,15
Detmold,7362,56
Dörentrup,556,3
Extertal,525,7
Horn-Bad Meinberg,1462,17
Kalletal,1189,7
Lage,4088,41
Lemgo,3756,32
Leopoldshöhe,1804,27
Lügde,421,1
Oerlinghausen,1357,14
Schieder-Schwalenberg,704,4
Schlangen,789,4
