,01_29_2022,neu
Augustdorf,2297,21
Bad Salzuflen,6110,67
Barntrup,855,13
Blomberg,1724,19
Detmold,8754,145
Dörentrup,629,5
Extertal,610,10
Horn-Bad Meinberg,1709,16
Kalletal,1305,14
Lage,4641,42
Lemgo,4114,57
Leopoldshöhe,2013,21
Lügde,528,7
Oerlinghausen,1554,23
Schieder-Schwalenberg,812,11
Schlangen,864,13
