,neu,Datum
Aachen,155,12_10_2021
Aachen,0,12_10_2021
Aachen,0,12_15_2021
Aachen,0,12_15_2021
Aachen,354,12_15_2021
Aachen,70,12_15_2021
Aachen,152,12_15_2021
Aachen,77,12_15_2021
Aachen,107,12_17_2021
Aachen,0,12_17_2021
Aachen,0,12_17_2021
Aachen,172,12_17_2021
Aachen,85,12_17_2021
Aachen,139,12_17_2021
Aachen,86,12_17_2021
Aachen,86,12_21_2021
Aachen,0,12_21_2021
Aachen,0,12_21_2021
Aachen,0,12_21_2021
Aachen,222,12_21_2021
Aachen,101,12_22_2021
Aachen,130,12_23_2021
Aachen,81,12_24_2021
Alsdorf,27,12_03_2021
Alsdorf,0,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,53,12_15_2021
Alsdorf,17,12_15_2021
Alsdorf,17,12_15_2021
Alsdorf,17,12_15_2021
Alsdorf,10,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,36,12_15_2021
Alsdorf,19,12_15_2021
Alsdorf,18,12_16_2021
Alsdorf,15,12_17_2021
Alsdorf,15,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,45,12_21_2021
Alsdorf,18,12_22_2021
Alsdorf,22,12_23_2021
Alsdorf,22,12_24_2021
Baesweiler,22,12_03_2021
Baesweiler,0,12_07_2021
Baesweiler,0,12_07_2021
Baesweiler,0,12_07_2021
Baesweiler,56,12_07_2021
Baesweiler,7,12_08_2021
Baesweiler,30,12_10_2021
Baesweiler,15,12_10_2021
Baesweiler,21,12_17_2021
Baesweiler,0,12_17_2021
Baesweiler,0,12_17_2021
Baesweiler,9,12_17_2021
Baesweiler,11,12_17_2021
Baesweiler,11,12_17_2021
Baesweiler,10,12_17_2021
Baesweiler,10,12_21_2021
Baesweiler,0,12_21_2021
Baesweiler,0,12_21_2021
Baesweiler,0,12_21_2021
Baesweiler,25,12_21_2021
Baesweiler,6,12_22_2021
Baesweiler,8,12_23_2021
Baesweiler,11,12_24_2021
Eschweiler,40,12_15_2021
Eschweiler,0,12_15_2021
Eschweiler,0,12_15_2021
Eschweiler,0,12_15_2021
Eschweiler,84,12_15_2021
Eschweiler,10,12_15_2021
Eschweiler,39,12_15_2021
Eschweiler,35,12_15_2021
Eschweiler,27,12_15_2021
Eschweiler,0,12_15_2021
Eschweiler,0,12_15_2021
Eschweiler,56,12_15_2021
Eschweiler,32,12_15_2021
Eschweiler,29,12_16_2021
Eschweiler,38,12_17_2021
Eschweiler,38,12_21_2021
Eschweiler,0,12_21_2021
Eschweiler,0,12_21_2021
Eschweiler,0,12_21_2021
Eschweiler,47,12_21_2021
Eschweiler,13,12_22_2021
Eschweiler,13,12_23_2021
Eschweiler,11,12_24_2021
Herzogenrath,21,12_03_2021
Herzogenrath,0,12_10_2021
Herzogenrath,0,12_10_2021
Herzogenrath,0,12_10_2021
Herzogenrath,50,12_10_2021
Herzogenrath,11,12_10_2021
Herzogenrath,26,12_10_2021
