,neu,Datum
Aachen,15,07_29_2021
Aachen,10,07_29_2021
Aachen,14,07_30_2021
Aachen,8,08_02_2021
Aachen,0,08_06_2021
Aachen,0,08_06_2021
Aachen,14,08_06_2021
Aachen,22,08_06_2021
Aachen,25,08_06_2021
Aachen,10,08_06_2021
Aachen,21,08_07_2021
Aachen,0,08_09_2021
Aachen,0,08_09_2021
Aachen,37,08_09_2021
Aachen,36,08_11_2021
Aachen,38,08_12_2021
Aachen,54,08_14_2021
Aachen,25,08_14_2021
Aachen,0,08_16_2021
Aachen,0,08_16_2021
Aachen,44,08_17_2021
Aachen,41,08_18_2021
Aachen,35,08_20_2021
Aachen,31,08_20_2021
Alsdorf,0,07_29_2021
Alsdorf,1,07_29_2021
Alsdorf,3,07_30_2021
Alsdorf,1,08_02_2021
Alsdorf,0,08_02_2021
Alsdorf,0,08_02_2021
Alsdorf,5,08_03_2021
Alsdorf,11,08_04_2021
Alsdorf,2,08_05_2021
Alsdorf,3,08_06_2021
Alsdorf,5,08_07_2021
Alsdorf,0,08_09_2021
Alsdorf,0,08_09_2021
Alsdorf,7,08_09_2021
Alsdorf,3,08_18_2021
Alsdorf,2,08_18_2021
Alsdorf,2,08_18_2021
Alsdorf,4,08_18_2021
Alsdorf,0,08_18_2021
Alsdorf,0,08_18_2021
Alsdorf,3,08_17_2021
Alsdorf,4,08_18_2021
Alsdorf,7,08_20_2021
Alsdorf,7,08_20_2021
Baesweiler,2,07_29_2021
Baesweiler,1,07_29_2021
Baesweiler,2,07_30_2021
Baesweiler,2,08_02_2021
Baesweiler,0,08_02_2021
Baesweiler,0,08_02_2021
Baesweiler,6,08_03_2021
Baesweiler,1,08_04_2021
Baesweiler,2,08_05_2021
Baesweiler,1,08_06_2021
Baesweiler,1,08_07_2021
Baesweiler,0,08_09_2021
Baesweiler,0,08_09_2021
Baesweiler,9,08_09_2021
Baesweiler,8,08_11_2021
Baesweiler,3,08_12_2021
Baesweiler,6,08_14_2021
Baesweiler,5,08_14_2021
Baesweiler,0,08_16_2021
Baesweiler,0,08_16_2021
Baesweiler,5,08_17_2021
Baesweiler,-1,08_18_2021
Baesweiler,3,08_20_2021
Baesweiler,3,08_20_2021
Eschweiler,2,07_29_2021
Eschweiler,7,07_29_2021
Eschweiler,1,07_30_2021
Eschweiler,1,08_02_2021
Eschweiler,0,08_02_2021
