,neu,Datum
Baesweiler,2,05_15_2021
Baesweiler,3,05_16_2021
Baesweiler,1,05_17_2021
Baesweiler,14,05_18_2021
Baesweiler,7,05_19_2021
Baesweiler,6,05_20_2021
Baesweiler,4,05_21_2021
Baesweiler,5,05_22_2021
Baesweiler,0,05_23_2021
Baesweiler,0,05_24_2021
Baesweiler,0,05_25_2021
Baesweiler,15,05_26_2021
Baesweiler,3,05_27_2021
Baesweiler,1,05_28_2021
Baesweiler,5,05_29_2021
Baesweiler,0,05_30_2021
Baesweiler,-1,05_31_2021
Baesweiler,2,06_01_2021
Baesweiler,-1,06_02_2021
Baesweiler,4,06_03_2021
Baesweiler,0,06_04_2021
Baesweiler,0,06_05_2021
Baesweiler,0,06_06_2021
Baesweiler,0,06_07_2021
Baesweiler,0,06_08_2021
Baesweiler,0,06_09_2021
Baesweiler,1,06_10_2021
Baesweiler,0,06_11_2021
Baesweiler,0,06_12_2021
Baesweiler,0,06_13_2021
Baesweiler,0,06_14_2021
Eschweiler,null,08_05_2020
Eschweiler,1,08_06_2020
Eschweiler,0,08_07_2020
Eschweiler,0,08_08_2020
Eschweiler,0,08_09_2020
Eschweiler,2,08_10_2020
Eschweiler,1,08_11_2020
Eschweiler,2,08_12_2020
Eschweiler,3,08_13_2020
Eschweiler,1,08_14_2020
Eschweiler,0,08_15_2020
Eschweiler,0,08_16_2020
Eschweiler,3,08_17_2020
Eschweiler,0,08_18_2020
Eschweiler,3,08_19_2020
Eschweiler,0,08_20_2020
Eschweiler,0,08_21_2020
Eschweiler,0,08_22_2020
Eschweiler,0,08_23_2020
Eschweiler,0,08_24_2020
Eschweiler,1,08_25_2020
Eschweiler,1,08_26_2020
Eschweiler,1,08_27_2020
Eschweiler,0,08_28_2020
Eschweiler,0,08_29_2020
Eschweiler,0,08_30_2020
Eschweiler,0,08_31_2020
Eschweiler,0,09_01_2020
Eschweiler,2,09_02_2020
Eschweiler,1,09_03_2020
Eschweiler,1,09_04_2020
Eschweiler,0,09_05_2020
Eschweiler,0,09_06_2020
Eschweiler,-1,09_07_2020
Eschweiler,1,09_08_2020
Eschweiler,0,09_09_2020
Eschweiler,3,09_10_2020
Eschweiler,5,09_11_2020
Eschweiler,0,09_12_2020
Eschweiler,0,09_13_2020
Eschweiler,3,09_14_2020
Eschweiler,2,09_15_2020
Eschweiler,5,09_16_2020
Eschweiler,3,09_17_2020
Eschweiler,4,09_18_2020
Eschweiler,0,09_19_2020
Eschweiler,0,09_20_2020
Eschweiler,1,09_21_2020
Eschweiler,3,09_22_2020
Eschweiler,0,09_23_2020
Eschweiler,0,09_24_2020
Eschweiler,1,09_25_2020
Eschweiler,0,09_26_2020
Eschweiler,0,09_27_2020
Eschweiler,7,09_28_2020
Eschweiler,1,09_29_2020
Eschweiler,1,09_30_2020
Eschweiler,1,10_01_2020
Eschweiler,1,10_02_2020
Eschweiler,0,10_03_2020
Eschweiler,3,10_04_2020
Eschweiler,0,10_05_2020
Eschweiler,0,10_06_2020
Eschweiler,1,10_07_2020
Eschweiler,5,10_08_2020
Eschweiler,2,10_09_2020
Eschweiler,2,10_10_2020
Eschweiler,3,10_11_2020
Eschweiler,1,10_12_2020
Eschweiler,0,10_13_2020
Eschweiler,4,10_14_2020
Eschweiler,12,10_15_2020
Eschweiler,5,10_16_2020
Eschweiler,18,10_17_2020
Eschweiler,0,10_18_2020
Eschweiler,9,10_19_2020
Eschweiler,4,10_20_2020
Eschweiler,7,10_21_2020
Eschweiler,18,10_22_2020
Eschweiler,9,10_23_2020
Eschweiler,13,10_24_2020
Eschweiler,0,10_25_2020
Eschweiler,32,10_26_2020
Eschweiler,4,10_27_2020
Eschweiler,12,10_28_2020
Eschweiler,22,10_29_2020
Eschweiler,32,10_30_2020
Eschweiler,37,10_31_2020
Eschweiler,14,11_01_2020
Eschweiler,1,11_02_2020
Eschweiler,17,11_03_2020
Eschweiler,8,11_04_2020
Eschweiler,28,11_05_2020
Eschweiler,15,11_06_2020
Eschweiler,41,11_07_2020
Eschweiler,11,11_08_2020
Eschweiler,2,11_09_2020
Eschweiler,28,11_10_2020
Eschweiler,27,11_11_2020
Eschweiler,23,11_12_2020
Eschweiler,38,11_13_2020
Eschweiler,0,11_14_2020
Eschweiler,53,11_15_2020
Eschweiler,2,11_16_2020
Eschweiler,1,11_17_2020
Eschweiler,26,11_18_2020
Eschweiler,38,11_19_2020
Eschweiler,21,11_20_2020
Eschweiler,0,11_21_2020
Eschweiler,0,11_22_2020
Eschweiler,33,11_23_2020
Eschweiler,16,11_24_2020
Eschweiler,17,11_25_2020
Eschweiler,2,11_26_2020
Eschweiler,11,11_27_2020
Eschweiler,8,11_28_2020
Eschweiler,2,11_29_2020
Eschweiler,5,11_30_2020
Eschweiler,14,12_01_2020
Eschweiler,17,12_02_2020
Eschweiler,14,12_03_2020
Eschweiler,6,12_04_2020
Eschweiler,10,12_05_2020
Eschweiler,8,12_06_2020
Eschweiler,3,12_07_2020
Eschweiler,20,12_08_2020
Eschweiler,23,12_09_2020
Eschweiler,3,12_10_2020
Eschweiler,13,12_11_2020
Eschweiler,17,12_12_2020
Eschweiler,1,12_13_2020
Eschweiler,1,12_14_2020
Eschweiler,22,12_15_2020
Eschweiler,21,12_16_2020
Eschweiler,25,12_17_2020
Eschweiler,27,12_18_2020
Eschweiler,15,12_19_2020
Eschweiler,15,12_20_2020
Eschweiler,5,12_21_2020
Eschweiler,18,12_22_2020
Eschweiler,12,12_23_2020
Eschweiler,30,12_24_2020
Eschweiler,3,12_25_2020
Eschweiler,6,12_26_2020
Eschweiler,28,12_27_2020
Eschweiler,9,12_28_2020
Eschweiler,19,12_29_2020
Eschweiler,14,12_30_2020
Eschweiler,23,12_31_2020
Eschweiler,1,01_01_2021
Eschweiler,0,01_02_2021
Eschweiler,17,01_03_2021
Eschweiler,3,01_04_2021
Eschweiler,24,01_05_2021
Eschweiler,22,01_06_2021
Eschweiler,12,01_07_2021
Eschweiler,10,01_08_2021
Eschweiler,7,01_09_2021
Eschweiler,1,01_10_2021
Eschweiler,1,01_11_2021
Eschweiler,14,01_12_2021
Eschweiler,11,01_13_2021
Eschweiler,2,01_14_2021
Eschweiler,4,01_15_2021
Eschweiler,8,01_16_2021
Eschweiler,0,01_17_2021
Eschweiler,-1,01_18_2021
Eschweiler,14,01_19_2021
Eschweiler,5,01_20_2021
Eschweiler,24,01_21_2021
Eschweiler,14,01_22_2021
Eschweiler,5,01_23_2021
Eschweiler,7,01_24_2021
Eschweiler,3,01_25_2021
Eschweiler,6,01_26_2021
Eschweiler,15,01_27_2021
Eschweiler,9,01_28_2021
Eschweiler,5,01_29_2021
Eschweiler,13,01_30_2021
Eschweiler,1,01_31_2021
Eschweiler,1,02_01_2021
Eschweiler,5,02_02_2021
Eschweiler,2,02_03_2021
Eschweiler,5,02_04_2021
Eschweiler,20,02_05_2021
Eschweiler,10,02_06_2021
Eschweiler,2,02_07_2021
Eschweiler,2,02_08_2021
Eschweiler,13,02_09_2021
Eschweiler,6,02_10_2021
Eschweiler,10,02_11_2021
Eschweiler,7,02_12_2021
Eschweiler,0,02_13_2021
Eschweiler,2,02_14_2021
Eschweiler,0,02_15_2021
Eschweiler,8,02_16_2021
Eschweiler,6,02_17_2021
Eschweiler,8,02_18_2021
Eschweiler,12,02_19_2021
Eschweiler,8,02_20_2021
Eschweiler,1,02_21_2021
Eschweiler,0,02_22_2021
Eschweiler,13,02_23_2021
Eschweiler,17,02_24_2021
Eschweiler,4,02_25_2021
Eschweiler,11,02_26_2021
Eschweiler,5,02_27_2021
Eschweiler,5,02_28_2021
Eschweiler,0,03_01_2021
Eschweiler,7,03_02_2021
Eschweiler,16,03_03_2021
Eschweiler,13,03_04_2021
Eschweiler,14,03_05_2021
Eschweiler,11,03_06_2021
Eschweiler,0,03_07_2021
Eschweiler,3,03_08_2021
Eschweiler,18,03_09_2021
Eschweiler,13,03_10_2021
Eschweiler,12,03_11_2021
Eschweiler,17,03_12_2021
Eschweiler,3,03_13_2021
Eschweiler,5,03_14_2021
Eschweiler,0,03_15_2021
Eschweiler,7,03_16_2021
Eschweiler,18,03_17_2021
Eschweiler,10,03_18_2021
Eschweiler,10,03_19_2021
Eschweiler,15,03_20_2021
Eschweiler,4,03_21_2021
Eschweiler,0,03_22_2021
Eschweiler,6,03_23_2021
Eschweiler,10,03_24_2021
Eschweiler,9,03_25_2021
Eschweiler,5,03_26_2021
Eschweiler,17,03_27_2021
Eschweiler,1,03_28_2021
Eschweiler,2,03_29_2021
Eschweiler,12,03_30_2021
Eschweiler,18,03_31_2021
Eschweiler,9,04_01_2021
Eschweiler,6,04_02_2021
Eschweiler,0,04_03_2021
Eschweiler,3,04_04_2021
Eschweiler,9,04_05_2021
Eschweiler,4,04_06_2021
Eschweiler,15,04_07_2021
Eschweiler,7,04_08_2021
Eschweiler,8,04_09_2021
Eschweiler,8,04_10_2021
Eschweiler,2,04_11_2021
Eschweiler,1,04_12_2021
Eschweiler,21,04_13_2021
Eschweiler,12,04_14_2021
Eschweiler,11,04_15_2021
Eschweiler,26,04_16_2021
Eschweiler,18,04_17_2021
Eschweiler,7,04_18_2021
Eschweiler,6,04_19_2021
Eschweiler,8,04_20_2021
Eschweiler,16,04_21_2021
Eschweiler,35,04_22_2021
Eschweiler,33,04_23_2021
Eschweiler,19,04_24_2021
Eschweiler,4,04_25_2021
Eschweiler,3,04_26_2021
Eschweiler,7,04_27_2021
Eschweiler,36,04_28_2021
Eschweiler,17,04_29_2021
Eschweiler,24,04_30_2021
Eschweiler,7,05_01_2021
Eschweiler,4,05_02_2021
Eschweiler,8,05_03_2021
Eschweiler,13,05_04_2021
Eschweiler,20,05_05_2021
Eschweiler,8,05_06_2021
Eschweiler,4,05_07_2021
Eschweiler,11,05_08_2021
Eschweiler,0,05_09_2021
Eschweiler,5,05_10_2021
Eschweiler,11,05_11_2021
Eschweiler,16,05_12_2021
Eschweiler,12,05_13_2021
Eschweiler,5,05_14_2021
Eschweiler,4,05_15_2021
Eschweiler,16,05_16_2021
Eschweiler,0,05_17_2021
Eschweiler,4,05_18_2021
Eschweiler,8,05_19_2021
Eschweiler,-1,05_20_2021
Eschweiler,1,05_21_2021
Eschweiler,3,05_22_2021
Eschweiler,2,05_23_2021
Eschweiler,0,05_24_2021
Eschweiler,3,05_25_2021
Eschweiler,3,05_26_2021
Eschweiler,2,05_27_2021
Eschweiler,9,05_28_2021
Eschweiler,0,05_29_2021
Eschweiler,0,05_30_2021
Eschweiler,4,05_31_2021
Eschweiler,12,06_01_2021
Eschweiler,4,06_02_2021
Eschweiler,4,06_03_2021
Eschweiler,2,06_04_2021
Eschweiler,3,06_05_2021
Eschweiler,1,06_06_2021
Eschweiler,6,06_07_2021
Eschweiler,12,06_08_2021
Eschweiler,2,06_09_2021
Eschweiler,1,06_10_2021
Eschweiler,0,06_11_2021
Eschweiler,10,06_12_2021
Eschweiler,0,06_13_2021
Eschweiler,1,06_14_2021
Herzogenrath,null,08_05_2020
Herzogenrath,2,08_06_2020
Herzogenrath,0,08_07_2020
Herzogenrath,0,08_08_2020
Herzogenrath,0,08_09_2020
Herzogenrath,0,08_10_2020
Herzogenrath,0,08_11_2020
Herzogenrath,-1,08_12_2020
Herzogenrath,1,08_13_2020
Herzogenrath,0,08_14_2020
Herzogenrath,0,08_15_2020
Herzogenrath,0,08_16_2020
Herzogenrath,0,08_17_2020
Herzogenrath,0,08_18_2020
Herzogenrath,3,08_19_2020
Herzogenrath,-1,08_20_2020
Herzogenrath,0,08_21_2020
Herzogenrath,0,08_22_2020
Herzogenrath,0,08_23_2020
Herzogenrath,1,08_24_2020
Herzogenrath,1,08_25_2020
Herzogenrath,3,08_26_2020
Herzogenrath,0,08_27_2020
Herzogenrath,0,08_28_2020
Herzogenrath,0,08_29_2020
Herzogenrath,0,08_30_2020
Herzogenrath,0,08_31_2020
Herzogenrath,0,09_01_2020
Herzogenrath,0,09_02_2020
Herzogenrath,1,09_03_2020
Herzogenrath,0,09_04_2020
Herzogenrath,0,09_05_2020
Herzogenrath,0,09_06_2020
Herzogenrath,1,09_07_2020
Herzogenrath,0,09_08_2020
Herzogenrath,0,09_09_2020
Herzogenrath,0,09_10_2020
Herzogenrath,0,09_11_2020
Herzogenrath,0,09_12_2020
Herzogenrath,0,09_13_2020
Herzogenrath,3,09_14_2020
Herzogenrath,0,09_15_2020
Herzogenrath,1,09_16_2020
Herzogenrath,0,09_17_2020
Herzogenrath,1,09_18_2020
Herzogenrath,0,09_19_2020
Herzogenrath,0,09_20_2020
Herzogenrath,0,09_21_2020
Herzogenrath,0,09_22_2020
Herzogenrath,0,09_23_2020
Herzogenrath,1,09_24_2020
Herzogenrath,2,09_25_2020
Herzogenrath,0,09_26_2020
Herzogenrath,0,09_27_2020
Herzogenrath,3,09_28_2020
Herzogenrath,0,09_29_2020
Herzogenrath,3,09_30_2020
Herzogenrath,1,10_01_2020
Herzogenrath,6,10_02_2020
Herzogenrath,0,10_03_2020
Herzogenrath,2,10_04_2020
Herzogenrath,1,10_05_2020
Herzogenrath,0,10_06_2020
Herzogenrath,2,10_07_2020
Herzogenrath,2,10_08_2020
Herzogenrath,2,10_09_2020
Herzogenrath,5,10_10_2020
Herzogenrath,6,10_11_2020
Herzogenrath,1,10_12_2020
Herzogenrath,1,10_13_2020
Herzogenrath,5,10_14_2020
Herzogenrath,8,10_15_2020
Herzogenrath,9,10_16_2020
Herzogenrath,8,10_17_2020
Herzogenrath,0,10_18_2020
Herzogenrath,8,10_19_2020
Herzogenrath,1,10_20_2020
Herzogenrath,4,10_21_2020
Herzogenrath,13,10_22_2020
Herzogenrath,24,10_23_2020
Herzogenrath,10,10_24_2020
Herzogenrath,0,10_25_2020
Herzogenrath,35,10_26_2020
Herzogenrath,10,10_27_2020
Herzogenrath,22,10_28_2020
Herzogenrath,31,10_29_2020
Herzogenrath,32,10_30_2020
Herzogenrath,32,10_31_2020
Herzogenrath,6,11_01_2020
Herzogenrath,-1,11_02_2020
Herzogenrath,5,11_03_2020
Herzogenrath,12,11_04_2020
Herzogenrath,22,11_05_2020
Herzogenrath,33,11_06_2020
Herzogenrath,39,11_07_2020
Herzogenrath,5,11_08_2020
Herzogenrath,7,11_09_2020
Herzogenrath,7,11_10_2020
Herzogenrath,22,11_11_2020
Herzogenrath,19,11_12_2020
Herzogenrath,34,11_13_2020
Herzogenrath,0,11_14_2020
Herzogenrath,37,11_15_2020
Herzogenrath,0,11_16_2020
Herzogenrath,6,11_17_2020
Herzogenrath,21,11_18_2020
Herzogenrath,20,11_19_2020
Herzogenrath,8,11_20_2020
Herzogenrath,0,11_21_2020
Herzogenrath,0,11_22_2020
Herzogenrath,25,11_23_2020
Herzogenrath,9,11_24_2020
Herzogenrath,13,11_25_2020
Herzogenrath,7,11_26_2020
Herzogenrath,10,11_27_2020
Herzogenrath,4,11_28_2020
Herzogenrath,3,11_29_2020
Herzogenrath,0,11_30_2020
Herzogenrath,10,12_01_2020
Herzogenrath,11,12_02_2020
Herzogenrath,14,12_03_2020
Herzogenrath,10,12_04_2020
Herzogenrath,16,12_05_2020
Herzogenrath,5,12_06_2020
Herzogenrath,2,12_07_2020
Herzogenrath,4,12_08_2020
Herzogenrath,18,12_09_2020
Herzogenrath,4,12_10_2020
Herzogenrath,12,12_11_2020
Herzogenrath,23,12_12_2020
Herzogenrath,0,12_13_2020
Herzogenrath,5,12_14_2020
Herzogenrath,10,12_15_2020
Herzogenrath,20,12_16_2020
Herzogenrath,9,12_17_2020
Herzogenrath,18,12_18_2020
Herzogenrath,18,12_19_2020
Herzogenrath,10,12_20_2020
Herzogenrath,7,12_21_2020
Herzogenrath,8,12_22_2020
Herzogenrath,36,12_23_2020
Herzogenrath,9,12_24_2020
Herzogenrath,4,12_25_2020
Herzogenrath,1,12_26_2020
Herzogenrath,6,12_27_2020
Herzogenrath,3,12_28_2020
Herzogenrath,13,12_29_2020
Herzogenrath,19,12_30_2020
Herzogenrath,22,12_31_2020
Herzogenrath,1,01_01_2021
Herzogenrath,1,01_02_2021
Herzogenrath,10,01_03_2021
Herzogenrath,0,01_04_2021
Herzogenrath,9,01_05_2021
Herzogenrath,28,01_06_2021
Herzogenrath,44,01_07_2021
Herzogenrath,7,01_08_2021
Herzogenrath,13,01_09_2021
Herzogenrath,1,01_10_2021
Herzogenrath,0,01_11_2021
Herzogenrath,5,01_12_2021
Herzogenrath,20,01_13_2021
Herzogenrath,9,01_14_2021
Herzogenrath,10,01_15_2021
Herzogenrath,35,01_16_2021
Herzogenrath,2,01_17_2021
Herzogenrath,1,01_18_2021
Herzogenrath,8,01_19_2021
Herzogenrath,4,01_20_2021
Herzogenrath,9,01_21_2021
Herzogenrath,9,01_22_2021
Herzogenrath,15,01_23_2021
Herzogenrath,2,01_24_2021
Herzogenrath,1,01_25_2021
Herzogenrath,9,01_26_2021
Herzogenrath,20,01_27_2021
Herzogenrath,8,01_28_2021
Herzogenrath,8,01_29_2021
Herzogenrath,12,01_30_2021
Herzogenrath,3,01_31_2021
Herzogenrath,-1,02_01_2021
Herzogenrath,5,02_02_2021
Herzogenrath,5,02_03_2021
Herzogenrath,3,02_04_2021
Herzogenrath,10,02_05_2021
Herzogenrath,4,02_06_2021
Herzogenrath,-1,02_07_2021
Herzogenrath,0,02_08_2021
Herzogenrath,7,02_09_2021
Herzogenrath,0,02_10_2021
Herzogenrath,2,02_11_2021
Herzogenrath,2,02_12_2021
Herzogenrath,0,02_13_2021
Herzogenrath,2,02_14_2021
Herzogenrath,0,02_15_2021
Herzogenrath,2,02_16_2021
Herzogenrath,4,02_17_2021
Herzogenrath,4,02_18_2021
Herzogenrath,0,02_19_2021
Herzogenrath,1,02_20_2021
Herzogenrath,1,02_21_2021
Herzogenrath,0,02_22_2021
Herzogenrath,5,02_23_2021
Herzogenrath,5,02_24_2021
Herzogenrath,3,02_25_2021
Herzogenrath,6,02_26_2021
Herzogenrath,2,02_27_2021
Herzogenrath,0,02_28_2021
Herzogenrath,0,03_01_2021
Herzogenrath,4,03_02_2021
Herzogenrath,7,03_03_2021
Herzogenrath,1,03_04_2021
Herzogenrath,4,03_05_2021
Herzogenrath,6,03_06_2021
Herzogenrath,2,03_07_2021
Herzogenrath,0,03_08_2021
Herzogenrath,6,03_09_2021
Herzogenrath,9,03_10_2021
Herzogenrath,7,03_11_2021
Herzogenrath,7,03_12_2021
Herzogenrath,5,03_13_2021
Herzogenrath,8,03_14_2021
Herzogenrath,0,03_15_2021
Herzogenrath,11,03_16_2021
Herzogenrath,8,03_17_2021
Herzogenrath,5,03_18_2021
Herzogenrath,2,03_19_2021
Herzogenrath,1,03_20_2021
Herzogenrath,1,03_21_2021
Herzogenrath,-1,03_22_2021
Herzogenrath,5,03_23_2021
Herzogenrath,13,03_24_2021
Herzogenrath,8,03_25_2021
Herzogenrath,5,03_26_2021
Herzogenrath,6,03_27_2021
Herzogenrath,3,03_28_2021
Herzogenrath,2,03_29_2021
Herzogenrath,6,03_30_2021
Herzogenrath,6,03_31_2021
Herzogenrath,14,04_01_2021
Herzogenrath,13,04_02_2021
Herzogenrath,3,04_03_2021
Herzogenrath,1,04_04_2021
Herzogenrath,14,04_05_2021
Herzogenrath,1,04_06_2021
Herzogenrath,20,04_07_2021
Herzogenrath,3,04_08_2021
Herzogenrath,14,04_09_2021
Herzogenrath,15,04_10_2021
Herzogenrath,1,04_11_2021
Herzogenrath,-1,04_12_2021
Herzogenrath,20,04_13_2021
Herzogenrath,11,04_14_2021
Herzogenrath,8,04_15_2021
Herzogenrath,14,04_16_2021
Herzogenrath,7,04_17_2021
Herzogenrath,3,04_18_2021
Herzogenrath,-1,04_19_2021
Herzogenrath,7,04_20_2021
Herzogenrath,10,04_21_2021
Herzogenrath,16,04_22_2021
Herzogenrath,11,04_23_2021
Herzogenrath,6,04_24_2021
Herzogenrath,2,04_25_2021
Herzogenrath,0,04_26_2021
Herzogenrath,3,04_27_2021
Herzogenrath,14,04_28_2021
Herzogenrath,4,04_29_2021
Herzogenrath,14,04_30_2021
Herzogenrath,2,05_01_2021
Herzogenrath,2,05_02_2021
Herzogenrath,3,05_03_2021
Herzogenrath,5,05_04_2021
Herzogenrath,9,05_05_2021
Herzogenrath,4,05_06_2021
Herzogenrath,9,05_07_2021
Herzogenrath,7,05_08_2021
Herzogenrath,-1,05_09_2021
Herzogenrath,3,05_10_2021
Herzogenrath,6,05_11_2021
Herzogenrath,16,05_12_2021
Herzogenrath,9,05_13_2021
Herzogenrath,5,05_14_2021
Herzogenrath,3,05_15_2021
Herzogenrath,0,05_16_2021
Herzogenrath,6,05_17_2021
Herzogenrath,2,05_18_2021
Herzogenrath,7,05_19_2021
Herzogenrath,3,05_20_2021
Herzogenrath,3,05_21_2021
Herzogenrath,6,05_22_2021
Herzogenrath,0,05_23_2021
Herzogenrath,1,05_24_2021
Herzogenrath,1,05_25_2021
Herzogenrath,5,05_26_2021
Herzogenrath,4,05_27_2021
Herzogenrath,0,05_28_2021
Herzogenrath,2,05_29_2021
Herzogenrath,0,05_30_2021
Herzogenrath,0,05_31_2021
Herzogenrath,0,06_01_2021
Herzogenrath,0,06_02_2021
Herzogenrath,2,06_03_2021
Herzogenrath,0,06_04_2021
Herzogenrath,0,06_05_2021
Herzogenrath,1,06_06_2021
Herzogenrath,0,06_07_2021
Herzogenrath,3,06_08_2021
Herzogenrath,0,06_09_2021
Herzogenrath,3,06_10_2021
Herzogenrath,0,06_11_2021
Herzogenrath,2,06_12_2021
Herzogenrath,0,06_13_2021
Herzogenrath,2,06_14_2021
Monschau,null,08_05_2020
Monschau,0,08_06_2020
Monschau,0,08_07_2020
Monschau,0,08_08_2020
Monschau,0,08_09_2020
Monschau,0,08_10_2020
Monschau,0,08_11_2020
Monschau,0,08_12_2020
Monschau,0,08_13_2020
Monschau,1,08_14_2020
Monschau,0,08_15_2020
Monschau,0,08_16_2020
Monschau,0,08_17_2020
Monschau,0,08_18_2020
Monschau,0,08_19_2020
Monschau,0,08_20_2020
Monschau,0,08_21_2020
Monschau,0,08_22_2020
Monschau,0,08_23_2020
Monschau,0,08_24_2020
Monschau,0,08_25_2020
Monschau,0,08_26_2020
Monschau,1,08_27_2020
Monschau,0,08_28_2020
Monschau,0,08_29_2020
Monschau,0,08_30_2020
Monschau,0,08_31_2020
Monschau,0,09_01_2020
Monschau,0,09_02_2020
Monschau,0,09_03_2020
Monschau,0,09_04_2020
Monschau,0,09_05_2020
Monschau,0,09_06_2020
Monschau,0,09_07_2020
Monschau,0,09_08_2020
Monschau,0,09_09_2020
Monschau,0,09_10_2020
Monschau,0,09_11_2020
Monschau,0,09_12_2020
Monschau,0,09_13_2020
Monschau,0,09_14_2020
Monschau,0,09_15_2020
Monschau,0,09_16_2020
Monschau,1,09_17_2020
Monschau,0,09_18_2020
Monschau,0,09_19_2020
Monschau,0,09_20_2020
Monschau,0,09_21_2020
Monschau,0,09_22_2020
Monschau,1,09_23_2020
Monschau,0,09_24_2020
Monschau,0,09_25_2020
Monschau,0,09_26_2020
Monschau,0,09_27_2020
Monschau,0,09_28_2020
Monschau,0,09_29_2020
Monschau,0,09_30_2020
Monschau,0,10_01_2020
Monschau,0,10_02_2020
Monschau,0,10_03_2020
Monschau,0,10_04_2020
Monschau,0,10_05_2020
Monschau,0,10_06_2020
Monschau,1,10_07_2020
Monschau,0,10_08_2020
Monschau,1,10_09_2020
Monschau,4,10_10_2020
Monschau,1,10_11_2020
Monschau,-1,10_12_2020
Monschau,0,10_13_2020
Monschau,0,10_14_2020
Monschau,4,10_15_2020
Monschau,1,10_16_2020
Monschau,7,10_17_2020
Monschau,0,10_18_2020
Monschau,4,10_19_2020
Monschau,1,10_20_2020
Monschau,2,10_21_2020
Monschau,1,10_22_2020
Monschau,4,10_23_2020
Monschau,2,10_24_2020
Monschau,0,10_25_2020
Monschau,8,10_26_2020
Monschau,2,10_27_2020
Monschau,3,10_28_2020
Monschau,5,10_29_2020
Monschau,6,10_30_2020
Monschau,4,10_31_2020
Monschau,-1,11_01_2020
Monschau,0,11_02_2020
Monschau,1,11_03_2020
Monschau,4,11_04_2020
Monschau,1,11_05_2020
Monschau,3,11_06_2020
Monschau,6,11_07_2020
Monschau,0,11_08_2020
Monschau,0,11_09_2020
Monschau,0,11_10_2020
Monschau,6,11_11_2020
Monschau,1,11_12_2020
Monschau,2,11_13_2020
Monschau,0,11_14_2020
Monschau,1,11_15_2020
Monschau,0,11_16_2020
Monschau,0,11_17_2020
Monschau,3,11_18_2020
Monschau,3,11_19_2020
Monschau,1,11_20_2020
Monschau,0,11_21_2020
Monschau,0,11_22_2020
Monschau,3,11_23_2020
Monschau,0,11_24_2020
Monschau,0,11_25_2020
Monschau,0,11_26_2020
Monschau,0,11_27_2020
Monschau,1,11_28_2020
Monschau,0,11_29_2020
Monschau,0,11_30_2020
Monschau,1,12_01_2020
Monschau,2,12_02_2020
Monschau,2,12_03_2020
Monschau,0,12_04_2020
Monschau,0,12_05_2020
Monschau,0,12_06_2020
Monschau,0,12_07_2020
Monschau,1,12_08_2020
Monschau,1,12_09_2020
Monschau,2,12_10_2020
Monschau,1,12_11_2020
Monschau,0,12_12_2020
Monschau,0,12_13_2020
Monschau,1,12_14_2020
Monschau,0,12_15_2020
Monschau,4,12_16_2020
Monschau,2,12_17_2020
Monschau,2,12_18_2020
Monschau,7,12_19_2020
Monschau,3,12_20_2020
Monschau,0,12_21_2020
Monschau,0,12_22_2020
Monschau,5,12_23_2020
Monschau,3,12_24_2020
Monschau,0,12_25_2020
Monschau,2,12_26_2020
Monschau,1,12_27_2020
Monschau,0,12_28_2020
Monschau,2,12_29_2020
Monschau,10,12_30_2020
Monschau,3,12_31_2020
Monschau,0,01_01_2021
Monschau,1,01_02_2021
Monschau,4,01_03_2021
Monschau,2,01_04_2021
Monschau,0,01_05_2021
Monschau,1,01_06_2021
Monschau,3,01_07_2021
Monschau,2,01_08_2021
Monschau,3,01_09_2021
Monschau,-1,01_10_2021
Monschau,0,01_11_2021
Monschau,0,01_12_2021
Monschau,2,01_13_2021
Monschau,0,01_14_2021
Monschau,5,01_15_2021
Monschau,1,01_16_2021
Monschau,0,01_17_2021
Monschau,1,01_18_2021
Monschau,3,01_19_2021
Monschau,-1,01_20_2021
Monschau,1,01_21_2021
Monschau,0,01_22_2021
Monschau,1,01_23_2021
Monschau,0,01_24_2021
Monschau,0,01_25_2021
Monschau,0,01_26_2021
Monschau,3,01_27_2021
Monschau,2,01_28_2021
Monschau,0,01_29_2021
Monschau,2,01_30_2021
Monschau,0,01_31_2021
Monschau,0,02_01_2021
Monschau,0,02_02_2021
Monschau,1,02_03_2021
Monschau,1,02_04_2021
Monschau,0,02_05_2021
Monschau,0,02_06_2021
Monschau,0,02_07_2021
Monschau,0,02_08_2021
Monschau,0,02_09_2021
Monschau,0,02_10_2021
Monschau,0,02_11_2021
Monschau,0,02_12_2021
Monschau,0,02_13_2021
Monschau,1,02_14_2021
Monschau,0,02_15_2021
Monschau,1,02_16_2021
Monschau,2,02_17_2021
Monschau,0,02_18_2021
Monschau,5,02_19_2021
Monschau,4,02_20_2021
Monschau,0,02_21_2021
Monschau,0,02_22_2021
Monschau,0,02_23_2021
Monschau,5,02_24_2021
Monschau,0,02_25_2021
Monschau,3,02_26_2021
Monschau,0,02_27_2021
Monschau,0,02_28_2021
Monschau,0,03_01_2021
Monschau,2,03_02_2021
Monschau,1,03_03_2021
Monschau,1,03_04_2021
Monschau,1,03_05_2021
Monschau,2,03_06_2021
Monschau,1,03_07_2021
Monschau,0,03_08_2021
Monschau,3,03_09_2021
Monschau,1,03_10_2021
Monschau,6,03_11_2021
Monschau,3,03_12_2021
Monschau,1,03_13_2021
Monschau,2,03_14_2021
