,neu,Datum
Aachen,38,08_12_2021
Aachen,54,08_14_2021
Aachen,25,08_14_2021
Aachen,0,08_16_2021
Aachen,0,08_16_2021
Aachen,44,08_17_2021
Aachen,41,08_18_2021
Aachen,35,08_20_2021
Aachen,31,08_20_2021
Aachen,75,08_21_2021
Aachen,0,08_22_2021
Aachen,0,08_23_2021
Aachen,111,08_24_2021
Aachen,43,08_25_2021
Aachen,39,08_26_2021
Aachen,44,08_27_2021
Aachen,0,08_30_2021
Aachen,0,08_30_2021
Aachen,0,08_30_2021
Aachen,129,08_31_2021
Aachen,26,09_01_2021
Aachen,54,09_02_2021
Aachen,47,09_03_2021
Aachen,44,09_04_2021
Alsdorf,2,08_18_2021
Alsdorf,2,08_18_2021
Alsdorf,4,08_18_2021
Alsdorf,0,08_18_2021
Alsdorf,0,08_18_2021
Alsdorf,3,08_17_2021
Alsdorf,4,08_18_2021
Alsdorf,7,08_20_2021
Alsdorf,7,08_20_2021
Alsdorf,8,08_21_2021
Alsdorf,0,08_22_2021
Alsdorf,0,08_23_2021
Alsdorf,11,08_24_2021
Alsdorf,11,08_25_2021
Alsdorf,12,08_26_2021
Alsdorf,11,08_27_2021
Alsdorf,0,08_30_2021
Alsdorf,0,08_30_2021
Alsdorf,0,08_30_2021
Alsdorf,26,08_31_2021
Alsdorf,6,09_01_2021
Alsdorf,2,09_02_2021
Alsdorf,3,09_03_2021
Alsdorf,3,09_04_2021
Baesweiler,3,08_12_2021
Baesweiler,6,08_14_2021
Baesweiler,5,08_14_2021
Baesweiler,0,08_16_2021
Baesweiler,0,08_16_2021
Baesweiler,5,08_17_2021
Baesweiler,-1,08_18_2021
Baesweiler,3,08_20_2021
Baesweiler,3,08_20_2021
Baesweiler,6,08_21_2021
Baesweiler,0,08_22_2021
Baesweiler,0,08_23_2021
Baesweiler,32,08_24_2021
Baesweiler,9,08_25_2021
Baesweiler,17,08_26_2021
Baesweiler,10,08_27_2021
Baesweiler,0,08_30_2021
Baesweiler,0,08_30_2021
Baesweiler,0,08_30_2021
Baesweiler,26,08_31_2021
Baesweiler,5,09_01_2021
Baesweiler,8,09_02_2021
Baesweiler,11,09_03_2021
Baesweiler,5,09_04_2021
Eschweiler,4,08_12_2021
Eschweiler,0,08_14_2021
Eschweiler,3,08_14_2021
Eschweiler,0,08_16_2021
Eschweiler,0,08_16_2021
Eschweiler,8,08_17_2021
Eschweiler,5,08_18_2021
Eschweiler,11,08_20_2021
Eschweiler,10,08_20_2021
Eschweiler,13,08_21_2021
Eschweiler,0,08_22_2021
Eschweiler,0,08_23_2021
Eschweiler,29,08_24_2021
Eschweiler,6,08_25_2021
Eschweiler,16,08_26_2021
Eschweiler,11,08_27_2021
Eschweiler,0,08_30_2021
Eschweiler,0,08_30_2021
Eschweiler,0,08_30_2021
Eschweiler,20,08_31_2021
Eschweiler,9,09_01_2021
Eschweiler,4,09_02_2021
Eschweiler,10,09_03_2021
Eschweiler,10,09_04_2021
Herzogenrath,3,08_12_2021
Herzogenrath,2,08_14_2021
Herzogenrath,12,08_14_2021
Herzogenrath,0,08_16_2021
Herzogenrath,0,08_16_2021
Herzogenrath,12,08_17_2021
Herzogenrath,3,08_18_2021
Herzogenrath,-1,08_25_2021
Herzogenrath,2,08_25_2021
Herzogenrath,5,08_25_2021
Herzogenrath,0,08_25_2021
Herzogenrath,0,08_25_2021
Herzogenrath,18,08_25_2021
Herzogenrath,6,08_25_2021
Herzogenrath,5,08_26_2021
Herzogenrath,8,08_27_2021
Herzogenrath,0,08_30_2021
Herzogenrath,0,08_30_2021
Herzogenrath,0,08_30_2021
Herzogenrath,22,08_31_2021
Herzogenrath,1,09_01_2021
Herzogenrath,8,09_02_2021
Herzogenrath,5,09_03_2021
Herzogenrath,3,09_04_2021
Monschau,0,08_12_2021
Monschau,0,08_14_2021
Monschau,0,08_14_2021
Monschau,0,08_16_2021
Monschau,0,08_16_2021
Monschau,2,08_17_2021
Monschau,1,08_18_2021
Monschau,0,08_20_2021
Monschau,0,08_20_2021
Monschau,0,08_21_2021
Monschau,0,08_22_2021
Monschau,0,08_23_2021
Monschau,1,08_24_2021
Monschau,0,08_25_2021
Monschau,3,08_26_2021
Monschau,1,08_27_2021
Monschau,0,08_30_2021
Monschau,0,08_30_2021
Monschau,0,08_30_2021
Monschau,2,08_31_2021
Monschau,1,09_01_2021
Monschau,1,09_02_2021
Monschau,1,09_03_2021
Monschau,1,09_04_2021
Roetgen,1,08_12_2021
Roetgen,1,08_14_2021
Roetgen,0,08_14_2021
Roetgen,0,08_16_2021
Roetgen,0,08_16_2021
Roetgen,1,08_17_2021
Roetgen,0,08_18_2021
Roetgen,1,08_20_2021
Roetgen,0,08_20_2021
Roetgen,0,08_21_2021
Roetgen,0,08_22_2021
Roetgen,0,08_23_2021
Roetgen,0,08_24_2021
Roetgen,1,08_25_2021
Roetgen,1,08_26_2021
Roetgen,1,08_27_2021
Roetgen,0,08_30_2021
Roetgen,0,08_30_2021
Roetgen,0,08_30_2021
Roetgen,1,08_31_2021
Roetgen,0,09_01_2021
Roetgen,0,09_02_2021
Roetgen,0,09_03_2021
Roetgen,0,09_04_2021
Simmerath,0,08_12_2021
Simmerath,1,08_14_2021
Simmerath,0,08_14_2021
Simmerath,0,08_16_2021
Simmerath,0,08_16_2021
Simmerath,0,08_17_2021
Simmerath,2,08_18_2021
Simmerath,2,08_20_2021
Simmerath,2,08_20_2021
Simmerath,0,08_21_2021
Simmerath,0,08_22_2021
Simmerath,0,08_23_2021
Simmerath,0,08_24_2021
Simmerath,1,08_25_2021
