,neu,Datum
Stolberg,0,11_22_2021
Stolberg,0,11_24_2021
Stolberg,38,11_24_2021
Stolberg,17,11_24_2021
Stolberg,39,11_25_2021
Stolberg,47,11_26_2021
Stolberg,25,11_27_2021
Stolberg,0,11_29_2021
Stolberg,0,11_29_2021
Stolberg,44,11_30_2021
Stolberg,21,12_01_2021
Stolberg,23,12_02_2021
Stolberg,27,12_03_2021
Stolberg,0,12_07_2021
Stolberg,0,12_07_2021
Stolberg,0,12_07_2021
Stolberg,102,12_07_2021
Würselen,0,11_14_2021
Würselen,0,11_14_2021
Würselen,10,11_16_2021
Würselen,5,11_17_2021
Würselen,23,11_18_2021
Würselen,10,11_19_2021
Würselen,11,11_20_2021
Würselen,0,11_22_2021
Würselen,0,11_22_2021
Würselen,39,11_23_2021
Würselen,12,11_24_2021
Würselen,31,11_25_2021
Würselen,13,11_26_2021
Würselen,23,11_27_2021
Würselen,0,11_29_2021
Würselen,0,11_29_2021
Würselen,45,11_30_2021
Würselen,27,12_01_2021
Würselen,7,12_02_2021
Würselen,21,12_03_2021
Würselen,0,12_07_2021
Würselen,0,12_07_2021
Würselen,0,12_07_2021
Würselen,60,12_07_2021
