,neu,Datum
Aachen,152,12_28_2021
Aachen,77,12_28_2021
Aachen,107,12_28_2021
Aachen,0,12_28_2021
Aachen,0,12_28_2021
Aachen,172,12_28_2021
Aachen,85,12_28_2021
Aachen,139,12_28_2021
Aachen,86,12_28_2021
Aachen,86,12_28_2021
Aachen,0,12_28_2021
Aachen,0,12_28_2021
Aachen,0,12_28_2021
Aachen,222,12_28_2021
Aachen,101,12_28_2021
Aachen,130,12_28_2021
Aachen,81,12_28_2021
Aachen,0,12_28_2021
Aachen,0,12_28_2021
Aachen,0,12_28_2021
Aachen,218,12_28_2021
Aachen,103,12_29_2021
Aachen,102,12_30_2021
Aachen,160,12_31_2021
Aachen,145,01_01_2022
Alsdorf,17,12_15_2021
Alsdorf,17,12_15_2021
Alsdorf,10,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,0,12_15_2021
Alsdorf,36,12_15_2021
Alsdorf,19,12_15_2021
Alsdorf,18,12_16_2021
Alsdorf,15,12_17_2021
Alsdorf,15,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,0,12_21_2021
Alsdorf,45,12_21_2021
Alsdorf,18,12_22_2021
Alsdorf,22,12_23_2021
Alsdorf,22,12_24_2021
Alsdorf,0,12_27_2021
Alsdorf,0,12_27_2021
Alsdorf,0,12_28_2021
Alsdorf,31,12_28_2021
Alsdorf,6,12_29_2021
Alsdorf,13,12_30_2021
Alsdorf,28,12_31_2021
Alsdorf,22,01_01_2022
Baesweiler,30,12_28_2021
Baesweiler,15,12_28_2021
Baesweiler,21,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,9,12_28_2021
Baesweiler,11,12_28_2021
Baesweiler,11,12_28_2021
Baesweiler,10,12_28_2021
Baesweiler,10,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,25,12_28_2021
Baesweiler,6,12_28_2021
Baesweiler,8,12_28_2021
Baesweiler,11,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,0,12_28_2021
Baesweiler,25,12_28_2021
Baesweiler,4,12_29_2021
Baesweiler,4,12_30_2021
Baesweiler,2,12_31_2021
Baesweiler,11,01_01_2022
Eschweiler,39,12_28_2021
Eschweiler,35,12_28_2021
Eschweiler,27,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,56,12_28_2021
Eschweiler,32,12_28_2021
Eschweiler,29,12_28_2021
Eschweiler,38,12_28_2021
Eschweiler,38,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,47,12_28_2021
Eschweiler,13,12_28_2021
Eschweiler,13,12_28_2021
Eschweiler,11,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,0,12_28_2021
Eschweiler,42,12_28_2021
Eschweiler,14,12_29_2021
Eschweiler,21,12_30_2021
Eschweiler,42,12_31_2021
Eschweiler,27,01_01_2022
Herzogenrath,26,12_10_2021
Herzogenrath,13,12_10_2021
Herzogenrath,26,12_13_2021
Herzogenrath,0,12_13_2021
Herzogenrath,0,12_13_2021
Herzogenrath,28,12_14_2021
Herzogenrath,10,12_15_2021
Herzogenrath,19,12_16_2021
Herzogenrath,20,12_17_2021
Herzogenrath,20,12_21_2021
Herzogenrath,0,12_21_2021
Herzogenrath,0,12_21_2021
Herzogenrath,0,12_21_2021
Herzogenrath,29,12_21_2021
Herzogenrath,11,12_22_2021
Herzogenrath,20,12_23_2021
Herzogenrath,9,12_24_2021
Herzogenrath,0,12_27_2021
Herzogenrath,0,12_27_2021
Herzogenrath,0,12_27_2021
Herzogenrath,31,12_28_2021
Herzogenrath,15,12_29_2021
Herzogenrath,14,12_30_2021
Herzogenrath,20,12_31_2021
Herzogenrath,17,01_01_2022
Monschau,10,12_10_2021
Monschau,1,12_10_2021
Monschau,4,12_13_2021
Monschau,0,12_13_2021
Monschau,0,12_13_2021
Monschau,5,12_14_2021
Monschau,2,12_15_2021
Monschau,3,12_16_2021
Monschau,3,12_17_2021
Monschau,3,12_21_2021
Monschau,0,12_21_2021
Monschau,0,12_21_2021
Monschau,0,12_21_2021
Monschau,5,12_21_2021
Monschau,1,12_22_2021
Monschau,5,12_23_2021
Monschau,-1,12_24_2021
Monschau,0,12_27_2021
Monschau,0,12_27_2021
