,neu,Datum
Aachen,14,05_28_2021
Aachen,22,05_29_2021
Aachen,0,05_30_2021
Aachen,10,05_31_2021
Aachen,13,06_01_2021
Aachen,10,06_02_2021
Aachen,4,06_03_2021
Aachen,4,06_04_2021
Aachen,4,06_05_2021
Aachen,1,06_06_2021
Aachen,1,06_07_2021
Aachen,5,06_08_2021
Aachen,6,06_09_2021
Aachen,0,06_10_2021
Aachen,4,06_11_2021
Aachen,0,06_12_2021
Aachen,0,06_13_2021
Aachen,3,06_14_2021
Aachen,5,06_15_2021
Aachen,8,06_16_2021
Aachen,5,06_17_2021
Aachen,4,06_18_2021
Aachen,0,06_19_2021
Aachen,0,06_20_2021
Alsdorf,3,05_28_2021
Alsdorf,14,05_29_2021
Alsdorf,0,05_30_2021
Alsdorf,2,05_31_2021
Alsdorf,11,06_01_2021
Alsdorf,4,06_02_2021
Alsdorf,3,06_03_2021
Alsdorf,2,06_04_2021
Alsdorf,2,06_05_2021
Alsdorf,0,06_06_2021
Alsdorf,2,06_07_2021
Alsdorf,3,06_08_2021
Alsdorf,3,06_09_2021
Alsdorf,0,06_10_2021
Alsdorf,1,06_11_2021
Alsdorf,0,06_12_2021
Alsdorf,0,06_13_2021
Alsdorf,1,06_14_2021
Alsdorf,1,06_15_2021
Alsdorf,1,06_16_2021
Alsdorf,1,06_17_2021
Alsdorf,0,06_18_2021
Alsdorf,0,06_19_2021
Alsdorf,0,06_20_2021
Baesweiler,1,05_28_2021
Baesweiler,5,05_29_2021
Baesweiler,0,05_30_2021
Baesweiler,-1,05_31_2021
Baesweiler,2,06_01_2021
Baesweiler,-1,06_02_2021
Baesweiler,4,06_03_2021
Baesweiler,0,06_04_2021
Baesweiler,0,06_05_2021
Baesweiler,0,06_06_2021
Baesweiler,0,06_07_2021
Baesweiler,0,06_08_2021
Baesweiler,0,06_09_2021
Baesweiler,1,06_10_2021
Baesweiler,0,06_11_2021
Baesweiler,0,06_12_2021
Baesweiler,0,06_13_2021
Baesweiler,0,06_14_2021
Baesweiler,0,06_15_2021
Baesweiler,1,06_16_2021
Baesweiler,0,06_17_2021
Baesweiler,0,06_18_2021
Baesweiler,0,06_19_2021
Baesweiler,0,06_20_2021
Eschweiler,9,05_28_2021
Eschweiler,0,05_29_2021
Eschweiler,0,05_30_2021
Eschweiler,4,05_31_2021
Eschweiler,12,06_01_2021
Eschweiler,4,06_02_2021
Eschweiler,4,06_03_2021
Eschweiler,2,06_04_2021
Eschweiler,3,06_05_2021
Eschweiler,1,06_06_2021
Eschweiler,6,06_07_2021
Eschweiler,12,06_08_2021
Eschweiler,2,06_09_2021
Eschweiler,1,06_10_2021
Eschweiler,0,06_11_2021
Eschweiler,10,06_12_2021
Eschweiler,0,06_13_2021
Eschweiler,1,06_14_2021
Eschweiler,5,06_15_2021
Eschweiler,3,06_16_2021
Eschweiler,0,06_17_2021
Eschweiler,0,06_18_2021
Eschweiler,6,06_19_2021
Eschweiler,0,06_20_2021
Herzogenrath,0,05_28_2021
Herzogenrath,2,05_29_2021
Herzogenrath,0,05_30_2021
Herzogenrath,0,05_31_2021
Herzogenrath,0,06_01_2021
Herzogenrath,0,06_02_2021
Herzogenrath,2,06_03_2021
Herzogenrath,0,06_04_2021
Herzogenrath,0,06_05_2021
Herzogenrath,1,06_06_2021
Herzogenrath,0,06_07_2021
Herzogenrath,3,06_08_2021
Herzogenrath,0,06_09_2021
Herzogenrath,3,06_10_2021
Herzogenrath,0,06_11_2021
Herzogenrath,2,06_12_2021
Herzogenrath,0,06_13_2021
Herzogenrath,2,06_14_2021
Herzogenrath,1,06_15_2021
Herzogenrath,-1,06_16_2021
Herzogenrath,1,06_17_2021
Herzogenrath,0,06_18_2021
Herzogenrath,0,06_19_2021
Herzogenrath,0,06_20_2021
Monschau,0,05_28_2021
Monschau,0,05_29_2021
Monschau,0,05_30_2021
Monschau,0,05_31_2021
Monschau,-1,06_01_2021
Monschau,1,06_02_2021
Monschau,0,06_03_2021
Monschau,0,06_04_2021
Monschau,0,06_05_2021
Monschau,0,06_06_2021
Monschau,0,06_07_2021
Monschau,4,06_08_2021
Monschau,0,06_09_2021
Monschau,0,06_10_2021
Monschau,0,06_11_2021
Monschau,0,06_12_2021
Monschau,0,06_13_2021
Monschau,0,06_14_2021
Monschau,-1,06_15_2021
Monschau,0,06_16_2021
Monschau,0,06_17_2021
Monschau,0,06_18_2021
Monschau,0,06_19_2021
Monschau,0,06_20_2021
Roetgen,0,05_28_2021
Roetgen,2,05_29_2021
Roetgen,0,05_30_2021
Roetgen,0,05_31_2021
Roetgen,0,06_01_2021
Roetgen,0,06_02_2021
Roetgen,0,06_03_2021
Roetgen,1,06_04_2021
Roetgen,0,06_05_2021
Roetgen,0,06_06_2021
Roetgen,0,06_07_2021
Roetgen,0,06_08_2021
Roetgen,0,06_09_2021
Roetgen,0,06_10_2021
Roetgen,0,06_11_2021
Roetgen,0,06_12_2021
Roetgen,0,06_13_2021
Roetgen,0,06_14_2021
Roetgen,0,06_15_2021
Roetgen,0,06_16_2021
Roetgen,0,06_17_2021
Roetgen,0,06_18_2021
Roetgen,2,06_19_2021
Roetgen,0,06_20_2021
Simmerath,4,05_28_2021
Simmerath,-2,05_29_2021
Simmerath,0,05_30_2021
Simmerath,0,05_31_2021
Simmerath,1,06_01_2021
Simmerath,2,06_02_2021
Simmerath,0,06_03_2021
Simmerath,0,06_04_2021
Simmerath,0,06_05_2021
Simmerath,0,06_06_2021
Simmerath,0,06_07_2021
Simmerath,0,06_08_2021
Simmerath,0,06_09_2021
Simmerath,0,06_10_2021
Simmerath,1,06_11_2021
Simmerath,0,06_12_2021
Simmerath,0,06_13_2021
Simmerath,1,06_14_2021
Simmerath,0,06_15_2021
Simmerath,2,06_16_2021
Simmerath,0,06_17_2021
Simmerath,0,06_18_2021
Simmerath,0,06_19_2021
Simmerath,0,06_20_2021
Städteregion,34,05_28_2021
Städteregion,55,05_29_2021
Städteregion,1,05_30_2021
Städteregion,21,05_31_2021
Städteregion,44,06_01_2021
Städteregion,25,06_02_2021
Städteregion,20,06_03_2021
Städteregion,13,06_04_2021
Städteregion,11,06_05_2021
Städteregion,4,06_06_2021
Städteregion,10,06_07_2021
Städteregion,40,06_08_2021
Städteregion,17,06_09_2021
Städteregion,6,06_10_2021
Städteregion,7,06_11_2021
Städteregion,16,06_12_2021
Städteregion,0,06_13_2021
Städteregion,10,06_14_2021
Städteregion,11,06_15_2021
Städteregion,21,06_16_2021
Städteregion,9,06_17_2021
Städteregion,4,06_18_2021
Städteregion,12,06_19_2021
Städteregion,0,06_20_2021
Stolberg,4,05_28_2021
Stolberg,8,05_29_2021
Stolberg,1,05_30_2021
Stolberg,7,05_31_2021
Stolberg,4,06_01_2021
Stolberg,5,06_02_2021
Stolberg,1,06_03_2021
Stolberg,3,06_04_2021
Stolberg,2,06_05_2021
Stolberg,0,06_06_2021
Stolberg,1,06_07_2021
Stolberg,11,06_08_2021
Stolberg,2,06_09_2021
Stolberg,0,06_10_2021
Stolberg,1,06_11_2021
Stolberg,4,06_12_2021
Stolberg,0,06_13_2021
Stolberg,2,06_14_2021
Stolberg,0,06_15_2021
Stolberg,6,06_16_2021
Stolberg,0,06_17_2021
Stolberg,0,06_18_2021
Stolberg,2,06_19_2021
Stolberg,0,06_20_2021
Würselen,2,05_28_2021
Würselen,1,05_29_2021
Würselen,0,05_30_2021
Würselen,0,05_31_2021
Würselen,1,06_01_2021
Würselen,1,06_02_2021
Würselen,1,06_03_2021
Würselen,2,06_04_2021
Würselen,0,06_05_2021
Würselen,1,06_06_2021
Würselen,0,06_07_2021
Würselen,2,06_08_2021
Würselen,3,06_09_2021
Würselen,2,06_10_2021
Würselen,0,06_11_2021
Würselen,0,06_12_2021
Würselen,0,06_13_2021
Würselen,0,06_14_2021
Würselen,0,06_15_2021
Würselen,1,06_16_2021
Würselen,2,06_17_2021
Würselen,0,06_18_2021
Würselen,1,06_19_2021
Würselen,0,06_20_2021
