,02_14_2022
Coesfeld,4109
Ascheberg,1693
Nottuln,1632
Lüdinghausen,2563
Nordkirchen,985
Havixbeck,1397
Billerbeck,1007
Senden,2024
Olfen,1358
Rosendahl,1249
Dülmen,4378
Kreis Coesfeld,22395
