,12_14_2021
Coesfeld,1558
Ascheberg,674
Nottuln,718
Lüdinghausen,1064
Nordkirchen,388
Havixbeck,397
Billerbeck,401
Senden,782
Olfen,587
Rosendahl,565
Dülmen,1553
Kreis Coesfeld,8687
