,11_30_2021
Coesfeld,1426
Ascheberg,609
Nottuln,674
Lüdinghausen,938
Nordkirchen,360
Havixbeck,377
Billerbeck,335
Senden,663
Olfen,535
Rosendahl,514
Dülmen,1410
Kreis Coesfeld,7841
