,12_10_2021
Coesfeld,1536
Ascheberg,662
Nottuln,714
Lüdinghausen,1047
Nordkirchen,384
Havixbeck,394
Billerbeck,386
Senden,752
Olfen,581
Rosendahl,551
Dülmen,1527
Kreis Coesfeld,8534
