,12_01_2021
Coesfeld,1442
Ascheberg,615
Nottuln,686
Lüdinghausen,954
Nordkirchen,365
Havixbeck,382
Billerbeck,337
Senden,673
Olfen,547
Rosendahl,517
Dülmen,1429
Kreis Coesfeld,7947
