,10_21_2021
Coesfeld,1244
Ascheberg,515
Nottuln,556
Lüdinghausen,833
Nordkirchen,259
Havixbeck,294
Billerbeck,265
Senden,542
Olfen,458
Rosendahl,451
Dülmen,1220
Kreis Coesfeld,6637
