,11_24_2021
Coesfeld,1373
Ascheberg,596
Nottuln,641
Lüdinghausen,913
Nordkirchen,348
Havixbeck,354
Billerbeck,309
Senden,634
Olfen,517
Rosendahl,498
Dülmen,1353
Kreis Coesfeld,7536
