,08_26_2021
Coesfeld,1105
Ascheberg,473
Nottuln,473
Lüdinghausen,784
Nordkirchen,240
Havixbeck,262
Billerbeck,240
Senden,474
Olfen,443
Rosendahl,403
Dülmen,1113
Kreis Coesfeld,6010
