,11_04_2021
Coesfeld,1281
Ascheberg,528
Nottuln,576
Lüdinghausen,856
Nordkirchen,288
Havixbeck,310
Billerbeck,274
Senden,562
Olfen,478
Rosendahl,458
Dülmen,1250
Kreis Coesfeld,6861
