,09_24_2021
Coesfeld,1214
Ascheberg,499
Nottuln,535
Lüdinghausen,819
Nordkirchen,248
Havixbeck,284
Billerbeck,253
Senden,519
Olfen,450
Rosendahl,442
Dülmen,1201
Kreis Coesfeld,6464
