,10_15_2021
Coesfeld,1233
Ascheberg,511
Nottuln,546
Lüdinghausen,827
Nordkirchen,255
Havixbeck,291
Billerbeck,257
Senden,535
Olfen,456
Rosendahl,449
Dülmen,1215
Kreis Coesfeld,6575
