,06_09_2021
Coesfeld,1032
Ascheberg,451
Nottuln,438
Lüdinghausen,727
Nordkirchen,232
Havixbeck,255
Billerbeck,234
Senden,415
Olfen,429
Rosendahl,384
Dülmen,972
Kreis Coesfeld,5569
