,09_15_2021
Coesfeld,1190
Ascheberg,491
Nottuln,521
Lüdinghausen,803
Nordkirchen,246
Havixbeck,282
Billerbeck,249
Senden,495
Olfen,448
Rosendahl,441
Dülmen,1187
Kreis Coesfeld,6353
