,12_29_2021
Coesfeld,1633
Ascheberg,750
Nottuln,761
Lüdinghausen,1166
Nordkirchen,412
Havixbeck,425
Billerbeck,426
Senden,866
Olfen,626
Rosendahl,609
Dülmen,1664
Kreis Coesfeld,9338
