,08_31_2021
Coesfeld,1132
Ascheberg,474
Nottuln,477
Lüdinghausen,787
Nordkirchen,240
Havixbeck,267
Billerbeck,243
Senden,482
Olfen,443
Rosendahl,418
Dülmen,1140
Kreis Coesfeld,6103
