,01_28_2022
Coesfeld,2654
Ascheberg,1183
Nottuln,1151
Lüdinghausen,1827
Nordkirchen,599
Havixbeck,877
Billerbeck,639
Senden,1412
Olfen,954
Rosendahl,839
Dülmen,2784
Kreis Coesfeld,14919
