AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,49.2,2.0
06531002,Biebertal,10048,59.7,6.0
06531003,Buseck,12879,77.6,10.0
06531004,Fernwald,6911,86.8,6.0
06531005,Gießen,89802,103.6,93.0
06531006,Grünberg,13612,433.4,59.0
06531007,Heuchelheim,7819,12.8,1.0
06531008,Hungen,12596,127.0,16.0
06531009,Langgöns,11690,42.8,5.0
06531010,Laubach,9598,187.5,18.0
06531011,Lich,13795,188.5,26.0
06531012,Linden,13091,137.5,18.0
06531013,Lollar,10309,213.4,22.0
06531014,Pohlheim,18138,82.7,15.0
06531015,Rabenau,5036,79.4,4.0
06531016,Reiskirchen,10248,117.1,12.0
06531017,Staufenberg,8471,118.0,10.0
06531018,Wettenberg,12578,63.6,8.0
