AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,0.0,0.0
06531002,Biebertal,10048,39.8,4.0
06531003,Buseck,12879,85.4,11.0
06531004,Fernwald,6911,28.9,2.0
06531005,Gießen,89802,134.7,121.0
06531006,Grünberg,13612,7.3,1.0
06531007,Heuchelheim,7819,51.2,4.0
06531008,Hungen,12596,55.6,7.0
06531009,Langgöns,11690,34.2,4.0
06531010,Laubach,9598,83.4,8.0
06531011,Lich,13795,21.7,3.0
06531012,Linden,13091,45.8,6.0
06531013,Lollar,10309,19.4,2.0
06531014,Pohlheim,18138,66.2,12.0
06531015,Rabenau,5036,59.6,3.0
06531016,Reiskirchen,10248,126.9,13.0
06531017,Staufenberg,8471,11.8,1.0
06531018,Wettenberg,12578,63.6,8.0
