AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,1131.1,46.0
06531002,Biebertal,10048,418.0,42.0
06531003,Buseck,12879,504.7,65.0
06531004,Fernwald,6911,738.0,51.0
06531005,Gießen,89802,1302.9,1170.0
06531006,Grünberg,13612,477.5,65.0
06531007,Heuchelheim,7819,805.7,63.0
06531008,Hungen,12596,420.8,53.0
06531009,Langgöns,11690,521.8,61.0
06531010,Laubach,9598,708.5,68.0
06531011,Lich,13795,463.9,64.0
06531012,Linden,13091,878.5,115.0
06531013,Lollar,10309,979.7,101.0
06531014,Pohlheim,18138,650.6,118.0
06531015,Rabenau,5036,814.1,41.0
06531016,Reiskirchen,10248,448.9,46.0
06531017,Staufenberg,8471,1286.7,109.0
06531018,Wettenberg,12578,612.2,77.0
