AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,0.0,0.0
06531002,Biebertal,10048,39.8,4.0
06531003,Buseck,12879,62.1,8.0
06531004,Fernwald,6911,101.3,7.0
06531005,Gießen,89802,88.0,79.0
06531006,Grünberg,13612,51.4,7.0
06531007,Heuchelheim,7819,115.1,9.0
06531008,Hungen,12596,31.8,4.0
06531009,Langgöns,11690,102.7,12.0
06531010,Laubach,9598,0.0,0.0
06531011,Lich,13795,14.5,2.0
06531012,Linden,13091,38.2,5.0
06531013,Lollar,10309,87.3,9.0
06531014,Pohlheim,18138,55.1,10.0
06531015,Rabenau,5036,0.0,0.0
06531016,Reiskirchen,10248,0.0,0.0
06531017,Staufenberg,8471,35.4,3.0
06531018,Wettenberg,12578,79.5,10.0
