AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,811.4,33.0
06531002,Biebertal,10048,368.2,37.0
06531003,Buseck,12879,504.7,65.0
06531004,Fernwald,6911,839.2,58.0
06531005,Gießen,89802,1159.2,1041.0
06531006,Grünberg,13612,396.7,54.0
06531007,Heuchelheim,7819,613.9,48.0
06531008,Hungen,12596,428.7,54.0
06531009,Langgöns,11690,521.8,61.0
06531010,Laubach,9598,573.0,55.0
06531011,Lich,13795,434.9,60.0
06531012,Linden,13091,763.9,100.0
06531013,Lollar,10309,776.0,80.0
06531014,Pohlheim,18138,545.8,99.0
06531015,Rabenau,5036,675.1,34.0
06531016,Reiskirchen,10248,351.3,36.0
06531017,Staufenberg,8471,1109.7,94.0
06531018,Wettenberg,12578,453.2,57.0
