AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,24.6,1.0
06531002,Biebertal,10048,29.9,3.0
06531003,Buseck,12879,46.6,6.0
06531004,Fernwald,6911,14.5,1.0
06531005,Gießen,89802,142.5,128.0
06531006,Grünberg,13612,58.8,8.0
06531007,Heuchelheim,7819,115.1,9.0
06531008,Hungen,12596,63.5,8.0
06531009,Langgöns,11690,51.3,6.0
06531010,Laubach,9598,20.8,2.0
06531011,Lich,13795,29.0,4.0
06531012,Linden,13091,99.3,13.0
06531013,Lollar,10309,87.3,9.0
06531014,Pohlheim,18138,132.3,24.0
06531015,Rabenau,5036,0.0,0.0
06531016,Reiskirchen,10248,48.8,5.0
06531017,Staufenberg,8471,11.8,1.0
06531018,Wettenberg,12578,79.5,10.0
