AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,442.6,18.0
06531002,Biebertal,10048,288.6,29.0
06531003,Buseck,12879,349.4,45.0
06531004,Fernwald,6911,549.8,38.0
06531005,Gießen,89802,875.3,786.0
06531006,Grünberg,13612,286.5,39.0
06531007,Heuchelheim,7819,549.9,43.0
06531008,Hungen,12596,285.8,36.0
06531009,Langgöns,11690,436.3,51.0
06531010,Laubach,9598,500.1,48.0
06531011,Lich,13795,420.4,58.0
06531012,Linden,13091,649.3,85.0
06531013,Lollar,10309,436.5,45.0
06531014,Pohlheim,18138,468.6,85.0
06531015,Rabenau,5036,516.3,26.0
06531016,Reiskirchen,10248,234.2,24.0
06531017,Staufenberg,8471,850.0,72.0
06531018,Wettenberg,12578,381.6,48.0
