AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,393.4,16.0
06531002,Biebertal,10048,298.6,30.0
06531003,Buseck,12879,388.2,50.0
06531004,Fernwald,6911,593.3,41.0
06531005,Gießen,89802,689.3,619.0
06531006,Grünberg,13612,293.9,40.0
06531007,Heuchelheim,7819,549.9,43.0
06531008,Hungen,12596,262.0,33.0
06531009,Langgöns,11690,410.6,48.0
06531010,Laubach,9598,323.0,31.0
06531011,Lich,13795,290.0,40.0
06531012,Linden,13091,595.8,78.0
06531013,Lollar,10309,349.2,36.0
06531014,Pohlheim,18138,479.7,87.0
06531015,Rabenau,5036,476.6,24.0
06531016,Reiskirchen,10248,214.7,22.0
06531017,Staufenberg,8471,625.7,53.0
06531018,Wettenberg,12578,405.5,51.0
