AGS,Gemeinde,Einwohner,7-Tage-Inzidenz,last7
06531001,Allendorf (Lumda),4067,344.2,14.0
06531002,Biebertal,10048,258.8,26.0
06531003,Buseck,12879,287.3,37.0
06531004,Fernwald,6911,477.5,33.0
06531005,Gießen,89802,738.3,663.0
06531006,Grünberg,13612,279.2,38.0
06531007,Heuchelheim,7819,498.8,39.0
06531008,Hungen,12596,293.7,37.0
06531009,Langgöns,11690,444.8,52.0
06531010,Laubach,9598,531.4,51.0
06531011,Lich,13795,348.0,48.0
06531012,Linden,13091,511.8,67.0
06531013,Lollar,10309,368.6,38.0
06531014,Pohlheim,18138,529.3,96.0
06531015,Rabenau,5036,436.9,22.0
06531016,Reiskirchen,10248,195.2,20.0
06531017,Staufenberg,8471,720.1,61.0
06531018,Wettenberg,12578,381.6,48.0
