,07_26_2021,vortag,vorwoche,neu
Altenbeken,382,382,378,0
Bad Lippspringe,662,662,660,0
Bad Wünnenberg,530,530,524,0
Borchen,436,436,436,0
Büren,592,591,587,1
Delbrück,1276,1275,1273,1
Hövelhof,651,650,649,1
Lichtenau,258,258,257,0
Paderborn,5153,5147,5127,6
Salzkotten,751,751,744,0
