,09_08_2021,vortag,vorwoche,neu
Altenbeken,407,407,394,0
Bad Lippspringe,761,759,738,2
Bad Wünnenberg,573,573,567,0
Borchen,458,458,452,0
Büren,649,648,632,1
Delbrück,1468,1464,1402,4
Hövelhof,713,709,692,4
Lichtenau,290,285,277,5
Paderborn,5925,5904,5779,21
Salzkotten,870,869,843,1
