,11_11_2021,vortag,vorwoche,neu
Altenbeken,483,479,466,4
Bad Lippspringe,870,860,849,10
Bad Wünnenberg,632,632,623,0
Borchen,514,506,493,8
Büren,736,734,728,2
Delbrück,1718,1707,1668,11
Hövelhof,850,844,820,6
Lichtenau,345,342,328,3
Paderborn,6913,6835,6622,78
Salzkotten,1068,1041,1000,27
