,10_04_2021,vortag,vorwoche,neu
Altenbeken,440,440,441,0
Bad Lippspringe,804,801,798,3
Bad Wünnenberg,606,601,599,5
Borchen,473,474,473,-1
Büren,678,677,677,1
Delbrück,1545,1545,1530,0
Hövelhof,786,786,781,0
Lichtenau,308,308,307,0
Paderborn,6233,6230,6205,3
Salzkotten,945,944,932,1
