,10_07_2021,vortag,vorwoche,neu
Altenbeken,440,440,441,0
Bad Lippspringe,806,805,801,1
Bad Wünnenberg,611,609,601,2
Borchen,477,476,473,1
Büren,677,677,677,0
Delbrück,1553,1550,1541,3
Hövelhof,791,788,783,3
Lichtenau,311,310,307,1
Paderborn,6255,6243,6231,12
Salzkotten,955,949,942,6
