,10_11_2021,vortag,vorwoche,neu
Altenbeken,442,442,440,0
Bad Lippspringe,807,807,804,0
Bad Wünnenberg,612,611,606,1
Borchen,478,478,473,0
Büren,677,677,678,0
Delbrück,1568,1558,1545,10
Hövelhof,792,792,786,0
Lichtenau,312,311,308,1
Paderborn,6281,6265,6233,16
Salzkotten,961,956,945,5
